,current_day,cloud,temp_max,temp_min
0,2019-1-1,mostly sunny,16°,5°
1,2019-1-2,mostly sunny,17°,3°
2,2019-1-3,mostly sunny,14°,2°
3,2019-1-4,mostly sunny,13°,1°
4,2019-1-5,mostly sunny,14°,0°
5,2019-1-6,mostly sunny,15°,3°
6,2019-1-7,mostly sunny,18°,2°
7,2019-1-8,mostly sunny,9°,1°
8,2019-1-9,mostly sunny,14°,0°
9,2019-1-10,mostly sunny,13°,-1°
10,2019-1-11,mostly sunny,13°,-1°
11,2019-1-12,mostly sunny,14°,-1°
12,2019-1-13,mostly sunny,15°,2°
13,2019-1-14,mostly sunny,17°,3°
14,2019-1-15,mostly sunny,17°,3°
15,2019-1-16,cloudy,13°,3°
16,2019-1-17,cloudy,13°,7°
17,2019-1-18,mostly sunny,15°,2°
18,2019-1-19,cloudy,10°,3°
19,2019-1-20,cloudy,11°,3°
20,2019-1-21,mostly sunny,13°,1°
21,2019-1-22,mostly sunny,12°,0°
22,2019-1-23,cloudy,11°,0°
23,2019-1-24,mostly sunny,14°,2°
24,2019-1-25,mostly sunny,13°,0°
25,2019-1-26,mostly sunny,14°,0°
26,2019-1-27,mostly sunny,14°,1°
27,2019-1-28,mostly sunny,14°,2°
28,2019-1-29,mostly sunny,12°,-1°
29,2019-1-30,mostly sunny,12°,3°
30,2019-1-31,cloudy,12°,1°
31,2019-2-1,scattered showers,14°,7°
32,2019-2-2,cloudy,13°,6°
33,2019-2-3,mostly sunny,13°,3°
34,2019-2-4,mostly sunny,16°,2°
35,2019-2-5,mostly sunny,15°,2°
36,2019-2-6,mostly sunny,16°,2°
37,2019-2-7,mostly sunny,14°,1°
38,2019-2-8,mostly sunny,15°,3°
39,2019-2-9,mostly sunny,15°,3°
40,2019-2-10,cloudy,13°,4°
41,2019-2-11,mostly sunny,15°,4°
42,2019-2-12,mostly sunny,17°,1°
43,2019-2-13,mostly sunny,15°,3°
44,2019-2-14,mostly sunny,18°,2°
45,2019-2-15,mostly sunny,16°,3°
46,2019-2-16,mostly sunny,18°,4°
47,2019-2-17,mostly sunny,14°,2°
48,2019-2-18,mostly sunny,14°,2°
49,2019-2-19,cloudy,14°,4°
50,2019-2-20,mostly sunny,14°,5°
51,2019-2-21,mostly sunny,15°,3°
52,2019-2-22,mostly sunny,16°,5°
53,2019-2-23,mostly sunny,16°,4°
54,2019-2-24,mostly sunny,17°,3°
55,2019-2-25,mostly sunny,17°,4°
56,2019-2-26,mostly sunny,20°,6°
57,2019-2-27,mostly sunny,17°,4°
58,2019-2-28,cloudy,16°,4°
59,2019-3-1,mostly sunny,22°,7°
60,2019-3-2,mostly sunny,19°,4°
61,2019-3-3,mostly sunny,17°,4°
62,2019-3-4,cloudy,20°,6°
63,2019-3-5,mostly sunny,21°,8°
64,2019-3-6,cloudy,17°,5°
65,2019-3-7,mostly sunny,20°,12°
66,2019-3-8,mostly sunny,21°,8°
67,2019-3-9,mostly sunny,17°,5°
68,2019-3-10,mostly sunny,23°,7°
69,2019-3-11,mostly sunny,21°,9°
70,2019-3-12,mostly sunny,15°,2°
71,2019-3-13,mostly sunny,19°,5°
72,2019-3-14,mostly sunny,20°,3°
73,2019-3-15,mostly sunny,16°,6°
74,2019-3-16,mostly sunny,17°,5°
75,2019-3-17,cloudy,17°,9°
76,2019-3-18,mostly sunny,17°,8°
77,2019-3-19,mostly sunny,16°,6°
78,2019-3-20,mostly sunny,17°,3°
79,2019-3-21,mostly sunny,18°,3°
80,2019-3-22,mostly sunny,21°,5°
81,2019-3-23,mostly sunny,20°,6°
82,2019-3-24,mostly sunny,21°,6°
83,2019-3-25,mostly sunny,18°,5°
84,2019-3-26,mostly sunny,18°,6°
85,2019-3-27,mostly sunny,17°,3°
86,2019-3-28,mostly sunny,17°,5°
87,2019-3-29,mostly sunny,18°,5°
88,2019-3-30,mostly sunny,18°,5°
89,2019-3-31,mostly sunny,18°,4°
90,2019-4-1,mostly sunny,20°,5°
91,2019-4-2,mostly sunny,18°,8°
92,2019-4-3,cloudy,14°,9°
93,2019-4-4,mostly sunny,17°,7°
94,2019-4-5,mostly sunny,18°,3°
95,2019-4-6,cloudy,14°,7°
96,2019-4-7,mostly sunny,14°,6°
97,2019-4-8,mostly sunny,18°,5°
98,2019-4-9,mostly sunny,16°,7°
99,2019-4-10,mostly sunny,17°,8°
100,2019-4-11,cloudy,16°,7°
101,2019-4-12,cloudy,17°,9°
102,2019-4-13,mostly cloudy,18°,7°
103,2019-4-14,mostly cloudy,16°,6°
104,2019-4-15,mostly sunny,18°,5°
105,2019-4-16,cloudy,17°,9°
106,2019-4-17,mostly sunny,18°,6°
107,2019-4-18,mostly sunny,21°,8°
108,2019-4-19,mostly sunny,22°,12°
109,2019-4-20,mostly sunny,22°,8°
110,2019-4-21,mostly sunny,21°,15°
111,2019-4-22,mostly sunny,23°,12°
112,2019-4-23,cloudy,17°,13°
113,2019-4-24,cloudy,16°,11°
114,2019-4-25,cloudy,18°,8°
115,2019-4-26,mostly sunny,22°,13°
116,2019-4-27,mostly sunny,20°,8°
117,2019-4-28,mostly sunny,20°,9°
118,2019-4-29,mostly sunny,20°,7°
119,2019-4-30,mostly sunny,18°,6°
120,2019-5-1,mostly sunny,18°,8°
121,2019-5-2,cloudy,19°,9°
122,2019-5-3,mostly sunny,19°,9°
123,2019-5-4,mostly sunny,18°,10°
124,2019-5-5,mostly sunny,17°,8°
125,2019-5-6,mostly sunny,18°,7°
126,2019-5-7,mostly sunny,18°,6°
127,2019-5-8,cloudy,17°,11°
128,2019-5-9,mostly sunny,24°,10°
129,2019-5-10,tornado,14°,14°
130,2019-5-11,mostly sunny,26°,12°
131,2019-5-12,mostly sunny,22°,11°
132,2019-5-13,mostly sunny,25°,12°
133,2019-5-14,mostly sunny,21°,10°
134,2019-5-15,cloudy,17°,9°
135,2019-5-16,mostly sunny,18°,7°
136,2019-5-17,cloudy,18°,11°
137,2019-5-18,scattered showers,17°,13°
138,2019-5-19,scattered showers,16°,12°
139,2019-5-20,mostly sunny,18°,10°
140,2019-5-21,cloudy,20°,13°
141,2019-5-22,cloudy,20°,12°
142,2019-5-23,cloudy,21°,14°
143,2019-5-24,cloudy,20°,14°
144,2019-5-25,cloudy,21°,15°
145,2019-5-26,cloudy,23°,13°
146,2019-5-27,cloudy,22°,14°
147,2019-5-28,mostly sunny,22°,13°
148,2019-5-29,mostly sunny,21°,11°
149,2019-5-30,mostly sunny,23°,11°
150,2019-5-31,mostly sunny,22°,11°
151,2019-6-1,mostly sunny,26°,12°
152,2019-6-2,mostly sunny,24°,15°
153,2019-6-3,mostly sunny,29°,14°
154,2019-6-4,mostly sunny,22°,15°
155,2019-6-5,mostly sunny,25°,14°
156,2019-6-6,mostly sunny,26°,16°
157,2019-6-7,mostly sunny,24°,13°
158,2019-6-8,mostly sunny,25°,14°
159,2019-6-9,mostly sunny,29°,17°
160,2019-6-10,mostly sunny,29°,18°
161,2019-6-11,mostly sunny,23°,16°
162,2019-6-12,mostly sunny,27°,15°
163,2019-6-13,mostly sunny,23°,11°
164,2019-6-14,mostly sunny,31°,17°
165,2019-6-15,mostly sunny,26°,19°
166,2019-6-16,cloudy,25°,17°
167,2019-6-17,mostly sunny,25°,17°
168,2019-6-18,mostly sunny,28°,18°
169,2019-6-19,mostly sunny,31°,16°
170,2019-6-20,mostly sunny,25°,15°
171,2019-6-21,mostly sunny,27°,17°
172,2019-6-22,mostly sunny,27°,18°
173,2019-6-23,mostly sunny,26°,17°
174,2019-6-24,mostly sunny,30°,17°
175,2019-6-25,mostly sunny,33°,20°
176,2019-6-26,mostly sunny,33°,22°
177,2019-6-27,mostly sunny,36°,23°
178,2019-6-28,mostly sunny,33°,22°
179,2019-6-29,mostly sunny,33°,23°
180,2019-6-30,mostly sunny,34°,24°
181,2019-7-1,mostly sunny,31°,22°
182,2019-7-2,mostly sunny,31°,21°
183,2019-7-3,mostly sunny,30°,21°
184,2019-7-4,mostly sunny,30°,21°
185,2019-7-5,mostly sunny,30°,22°
186,2019-7-6,mostly sunny,32°,20°
187,2019-7-7,mostly sunny,37°,23°
188,2019-7-8,mostly sunny,30°,20°
189,2019-7-9,mostly sunny,31°,23°
190,2019-7-10,mostly sunny,30°,20°
191,2019-7-11,mostly sunny,29°,20°
192,2019-7-12,mostly sunny,29°,23°
193,2019-7-13,mostly sunny,30°,19°
194,2019-7-14,mostly sunny,30°,18°
195,2019-7-15,mostly sunny,26°,19°
196,2019-7-16,mostly sunny,29°,16°
197,2019-7-17,mostly sunny,28°,18°
198,2019-7-18,mostly sunny,28°,20°
199,2019-7-19,mostly sunny,27°,19°
200,2019-7-20,mostly sunny,28°,20°
201,2019-7-21,mostly sunny,28°,19°
202,2019-7-22,mostly sunny,29°,21°
203,2019-7-23,mostly sunny,32°,22°
204,2019-7-24,mostly sunny,33°,23°
205,2019-7-25,mostly sunny,33°,21°
206,2019-7-26,mostly sunny,30°,21°
207,2019-7-27,mostly sunny,30°,19°
208,2019-7-28,mostly sunny,31°,19°
209,2019-7-29,mostly sunny,28°,18°
210,2019-7-30,mostly sunny,28°,20°
211,2019-7-31,mostly sunny,30°,19°
212,2019-8-1,mostly sunny,28°,19°
213,2019-8-2,mostly sunny,29°,20°
214,2019-8-3,mostly sunny,31°,20°
215,2019-8-4,mostly sunny,30°,18°
216,2019-8-5,mostly sunny,28°,18°
217,2019-8-6,mostly sunny,28°,20°
218,2019-8-7,mostly sunny,29°,21°
219,2019-8-8,mostly sunny,29°,22°
220,2019-8-9,mostly sunny,29°,21°
221,2019-8-10,mostly sunny,30°,20°
222,2019-8-11,cloudy,29°,24°
223,2019-8-12,mostly sunny,30°,23°
224,2019-8-13,mostly sunny,29°,17°
225,2019-8-14,mostly sunny,29°,17°
226,2019-8-15,mostly sunny,29°,16°
227,2019-8-16,mostly sunny,29°,18°
228,2019-8-17,mostly sunny,28°,19°
229,2019-8-18,mostly sunny,28°,20°
230,2019-8-19,mostly sunny,28°,18°
231,2019-8-20,mostly sunny,29°,21°
232,2019-8-21,mostly sunny,29°,20°
233,2019-8-22,mostly sunny,30°,20°
234,2019-8-23,mostly sunny,29°,19°
235,2019-8-24,mostly sunny,30°,19°
236,2019-8-25,mostly sunny,31°,19°
237,2019-8-26,mostly sunny,30°,20°
238,2019-8-27,mostly sunny,30°,20°
239,2019-8-28,mostly sunny,31°,22°
240,2019-8-29,mostly sunny,31°,19°
241,2019-8-30,mostly sunny,30°,20°
242,2019-8-31,mostly sunny,31°,20°
243,2019-9-1,mostly sunny,30°,19°
244,2019-9-2,mostly sunny,30°,19°
245,2019-9-3,mostly sunny,30°,20°
246,2019-9-4,mostly sunny,28°,19°
247,2019-9-5,mostly sunny,28°,19°
248,2019-9-6,mostly sunny,28°,16°
249,2019-9-7,mostly sunny,26°,14°
250,2019-9-8,mostly sunny,27°,15°
251,2019-9-9,mostly sunny,24°,12°
252,2019-9-10,scattered showers,18°,14°
253,2019-9-11,mostly sunny,27°,14°
254,2019-9-12,mostly sunny,29°,16°
255,2019-9-13,mostly sunny,28°,17°
256,2019-9-14,mostly sunny,29°,17°
257,2019-9-15,mostly sunny,28°,17°
258,2019-9-16,mostly sunny,27°,18°
259,2019-9-17,cloudy,27°,18°
260,2019-9-18,cloudy,26°,20°
261,2019-9-19,mostly sunny,26°,19°
262,2019-9-20,mostly sunny,26°,18°
