,current_day,cloud,temp_max,temp_min
109,2019-4-20,mostly sunny,22°,9°
110,2019-4-21,scattered showers,17°,11°
111,2019-4-22,mostly sunny,20°,10°
112,2019-4-23,cloudy,18°,13°
113,2019-4-24,mostly cloudy,21°,10°
114,2019-4-25,mostly sunny,18°,10°
115,2019-4-26,mostly cloudy,14°,8°
116,2019-4-27,cloudy,17°,8°
117,2019-4-28,cloudy,16°,9°
118,2019-4-29,mostly sunny,18°,10°
119,2019-4-30,mostly sunny,20°,6°
120,2019-5-1,mostly sunny,22°,6°
121,2019-5-2,mostly sunny,19°,13°
122,2019-5-3,cloudy,15°,9°
123,2019-5-4,mostly cloudy,17°,8°
124,2019-5-5,mostly sunny,14°,3°
125,2019-5-6,mostly sunny,17°,3°
126,2019-5-7,mostly sunny,22°,5°
127,2019-5-8,cloudy,20°,12°
128,2019-5-9,mostly sunny,20°,11°
129,2019-5-10,cloudy,25°,11°
130,2019-5-11,mostly cloudy,20°,13°
131,2019-5-12,mostly sunny,20°,11°
132,2019-5-13,mostly sunny,22°,7°
133,2019-5-14,mostly sunny,23°,8°
134,2019-5-15,mostly sunny,23°,8°
135,2019-5-16,mostly sunny,24°,8°
136,2019-5-17,scattered showers,15°,11°
137,2019-5-18,mostly cloudy,17°,10°
138,2019-5-19,cloudy,16°,8°
139,2019-5-20,mostly cloudy,20°,10°
140,2019-5-21,mostly cloudy,21°,8°
141,2019-5-22,mostly sunny,24°,9°
142,2019-5-23,mostly sunny,26°,11°
143,2019-5-24,scattered showers,18°,14°
144,2019-5-25,cloudy,22°,13°
145,2019-5-26,cloudy,21°,12°
146,2019-5-27,mostly cloudy,19°,13°
147,2019-5-28,mostly cloudy,16°,12°
148,2019-5-29,mostly cloudy,19°,10°
149,2019-5-30,mostly sunny,23°,10°
150,2019-5-31,mostly sunny,27°,11°
151,2019-6-1,mostly sunny,30°,13°
152,2019-6-2,mostly sunny,31°,14°
153,2019-6-3,mostly sunny,28°,16°
154,2019-6-4,mostly sunny,29°,16°
155,2019-6-5,cloudy,18°,12°
156,2019-6-6,mostly sunny,24°,10°
157,2019-6-7,mostly sunny,20°,15°
158,2019-6-8,mostly sunny,23°,9°
159,2019-6-9,mostly sunny,25°,15°
160,2019-6-10,cloudy,18°,13°
161,2019-6-11,mostly cloudy,18°,11°
162,2019-6-12,mostly sunny,21°,8°
163,2019-6-13,mostly sunny,27°,11°
164,2019-6-14,cloudy,20°,14°
165,2019-6-15,cloudy,19°,14°
166,2019-6-16,mostly sunny,26°,11°
167,2019-6-17,mostly sunny,30°,12°
168,2019-6-18,mostly sunny,33°,19°
169,2019-6-19,mostly sunny,28°,18°
170,2019-6-20,cloudy,23°,17°
171,2019-6-21,cloudy,19°,16°
172,2019-6-22,mostly sunny,25°,14°
173,2019-6-23,mostly sunny,32°,16°
174,2019-6-24,mostly sunny,30°,20°
175,2019-6-25,mostly sunny,33°,18°
176,2019-6-26,mostly sunny,36°,23°
177,2019-6-27,mostly sunny,40°,24°
178,2019-6-28,mostly sunny,34°,21°
179,2019-6-29,mostly sunny,40°,21°
180,2019-6-30,cloudy,34°,18°
181,2019-7-1,cloudy,25°,19°
182,2019-7-2,cloudy,28°,19°
183,2019-7-3,mostly sunny,33°,21°
184,2019-7-4,mostly sunny,36°,19°
185,2019-7-5,mostly sunny,36°,22°
186,2019-7-6,mostly sunny,35°,22°
187,2019-7-7,mostly sunny,31°,21°
188,2019-7-8,mostly sunny,30°,21°
189,2019-7-9,cloudy,23°,19°
190,2019-7-10,mostly sunny,30°,18°
191,2019-7-11,mostly sunny,32°,17°
192,2019-7-12,mostly sunny,32°,19°
193,2019-7-13,mostly sunny,31°,20°
194,2019-7-14,mostly sunny,31°,20°
195,2019-7-15,mostly sunny,30°,17°
196,2019-7-16,mostly sunny,31°,15°
197,2019-7-17,mostly sunny,31°,18°
198,2019-7-18,cloudy,27°,19°
199,2019-7-19,mostly sunny,32°,17°
200,2019-7-20,cloudy,29°,22°
201,2019-7-21,mostly sunny,32°,20°
202,2019-7-22,mostly sunny,37°,22°
203,2019-7-23,mostly sunny,39°,25°
204,2019-7-24,mostly sunny,38°,23°
205,2019-7-25,mostly sunny,36°,24°
206,2019-7-26,cloudy,26°,21°
207,2019-7-27,scattered showers,21°,17°
208,2019-7-28,mostly sunny,26°,16°
209,2019-7-29,mostly sunny,32°,14°
210,2019-7-30,cloudy,24°,19°
211,2019-7-31,mostly sunny,27°,15°
212,2019-8-1,mostly sunny,27°,15°
213,2019-8-2,mostly sunny,30°,17°
214,2019-8-3,mostly sunny,33°,16°
215,2019-8-4,mostly sunny,34°,18°
216,2019-8-5,mostly sunny,31°,20°
217,2019-8-6,mostly sunny,31°,20°
218,2019-8-7,mostly sunny,29°,20°
219,2019-8-8,mostly sunny,36°,21°
220,2019-8-9,mostly sunny,35°,19°
221,2019-8-10,mostly sunny,27°,19°
222,2019-8-11,mostly cloudy,23°,17°
223,2019-8-12,cloudy,23°,0°
224,2019-8-13,mostly sunny,24°,15°
225,2019-8-14,mostly sunny,28°,13°
226,2019-8-15,cloudy,25°,19°
227,2019-8-16,mostly sunny,30°,15°
228,2019-8-17,mostly sunny,32°,16°
229,2019-8-18,cloudy,31°,22°
230,2019-8-19,cloudy,24°,17°
231,2019-8-20,scattered showers,23°,0°
232,2019-8-21,mostly sunny,27°,14°
233,2019-8-22,mostly sunny,29°,14°
234,2019-8-23,mostly sunny,32°,14°
235,2019-8-24,mostly sunny,34°,18°
236,2019-8-25,mostly sunny,31°,19°
237,2019-8-26,mostly sunny,33°,19°
238,2019-8-27,mostly cloudy,29°,21°
239,2019-8-28,mostly sunny,29°,19°
240,2019-8-29,mostly sunny,31°,19°
241,2019-8-30,mostly sunny,34°,19°
242,2019-8-31,mostly sunny,33°,19°
243,2019-9-1,cloudy,23°,19°
244,2019-9-2,mostly sunny,26°,17°
245,2019-9-3,mostly sunny,28°,12°
246,2019-9-4,mostly sunny,29°,12°
247,2019-9-5,mostly cloudy,23°,15°
248,2019-9-6,mostly sunny,23°,12°
249,2019-9-7,mostly sunny,24°,10°
250,2019-9-8,mostly sunny,23°,15°
251,2019-9-9,mostly sunny,23°,9°
252,2019-9-10,scattered showers,18°,13°
253,2019-9-11,mostly sunny,25°,0°
254,2019-9-12,mostly sunny,28°,12°
255,2019-9-13,mostly sunny,30°,13°
256,2019-9-14,mostly sunny,31°,17°
257,2019-9-15,mostly sunny,30°,16°
258,2019-9-16,mostly sunny,31°,17°
259,2019-9-17,mostly sunny,32°,18°
260,2019-9-18,mostly sunny,29°,21°
261,2019-9-19,mostly sunny,28°,17°
262,2019-9-20,mostly sunny,28°,18°
263,2019-9-21,mostly cloudy,26°,19°
264,2019-9-22,cloudy,21°,16°
265,2019-9-23,mostly sunny,24°,12°
266,2019-9-24,cloudy,26°,13°
267,2019-9-25,mostly cloudy,22°,15°
268,2019-9-26,mostly cloudy,25°,17°
269,2019-9-27,mostly sunny,27°,13°
270,2019-9-28,cloudy,24°,17°
271,2019-9-29,mostly sunny,31°,12°
272,2019-9-30,cloudy,26°,19°
273,2019-10-1,mostly sunny,28°,14°
274,2019-10-2,mostly cloudy,21°,15°
275,2019-10-3,mostly sunny,22°,13°
276,2019-10-4,cloudy,20°,10°
277,2019-10-5,mostly cloudy,22°,13°
278,2019-10-6,cloudy,21°,15°
279,2019-10-7,mostly sunny,21°,12°
280,2019-10-8,mostly sunny,28°,0°
281,2019-10-9,cloudy,20°,14°
282,2019-10-10,mostly sunny,21°,11°
283,2019-10-11,mostly sunny,25°,8°
284,2019-10-12,mostly sunny,26°,17°
285,2019-10-13,mostly sunny,26°,19°
286,2019-10-14,mostly sunny,23°,16°
287,2019-10-15,mostly cloudy,18°,11°
288,2019-10-16,mostly sunny,22°,7°
289,2019-10-17,mostly sunny,21°,13°
290,2019-10-18,cloudy,18°,11°
291,2019-10-19,mostly sunny,23°,12°
292,2019-10-20,mostly sunny,19°,13°
293,2019-10-21,cloudy,17°,10°
294,2019-10-22,cloudy,12°,9°
295,2019-10-23,cloudy,19°,11°
296,2019-10-24,cloudy,18°,12°
297,2019-10-25,mostly sunny,20°,10°
298,2019-10-26,mostly sunny,23°,8°
299,2019-10-27,mostly sunny,22°,15°
300,2019-10-28,mostly sunny,19°,13°
301,2019-10-29,mostly sunny,24°,11°
302,2019-10-30,cloudy,20°,14°
303,2019-10-31,scattered showers,20°,12°
304,2019-11-1,cloudy,18°,11°
305,2019-11-2,scattered showers,16°,13°
306,2019-11-3,scattered showers,15°,11°
307,2019-11-4,scattered showers,17°,11°
308,2019-11-5,scattered showers,12°,8°
309,2019-11-6,cloudy,14°,9°
310,2019-11-7,scattered showers,11°,6°
311,2019-11-8,cloudy,11°,4°
312,2019-11-9,cloudy,12°,5°
313,2019-11-10,mostly cloudy,11°,4°
314,2019-11-11,mostly sunny,13°,2°
315,2019-11-12,mostly cloudy,13°,7°
316,2019-11-13,cloudy,12°,6°
317,2019-11-14,scattered showers,8°,4°
318,2019-11-15,cloudy,10°,2°
319,2019-11-16,scattered showers,10°,2°
320,2019-11-17,cloudy,10°,6°
321,2019-11-18,cloudy,9°,4°
322,2019-11-19,cloudy,10°,2°
323,2019-11-20,mostly sunny,12°,-1°
324,2019-11-21,mostly sunny,14°,1°
325,2019-11-22,mostly sunny,15°,1°
326,2019-11-23,scattered showers,14°,6°
327,2019-11-24,mostly cloudy,13°,6°
328,2019-11-25,cloudy,15°,4°
329,2019-11-26,foggy,16°,6°
330,2019-11-27,mostly sunny,16°,8°
331,2019-11-28,mostly cloudy,14°,9°
332,2019-11-29,cloudy,16°,7°
333,2019-11-30,foggy,14°,5°
334,2019-12-1,foggy,9°,4°
335,2019-12-2,cloudy,8°,3°
336,2019-12-3,foggy,4°,0°
337,2019-12-4,foggy,11°,1°
338,2019-12-5,mostly sunny,12°,5°
339,2019-12-6,foggy,10°,2°
340,2019-12-7,cloudy,14°,2°
341,2019-12-8,cloudy,16°,7°
342,2019-12-9,mostly cloudy,12°,8°
343,2019-12-10,mostly sunny,10°,2°
344,2019-12-11,scattered showers,9°,2°
345,2019-12-12,scattered showers,11°,7°
346,2019-12-13,scattered showers,14°,11°
347,2019-12-14,cloudy,17°,8°
348,2019-12-15,mostly sunny,16°,5°
349,2019-12-16,mostly sunny,16°,7°
350,2019-12-17,cloudy,16°,12°
351,2019-12-18,cloudy,17°,10°
352,2019-12-19,mostly sunny,16°,13°
353,2019-12-20,mostly cloudy,15°,9°
354,2019-12-21,mostly sunny,15°,7°
355,2019-12-22,mostly cloudy,12°,7°
356,2019-12-23,mostly cloudy,11°,8°
357,2019-12-24,cloudy,19°,9°
358,2019-12-25,cloudy,16°,7°
359,2019-12-26,foggy,15°,5°
360,2019-12-27,mostly sunny,12°,3°
361,2019-12-28,cloudy,10°,4°
362,2019-12-29,cloudy,12°,3°
363,2019-12-30,mostly sunny,12°,3°
364,2019-12-31,cloudy,9°,1°
365,2020-1-1,cloudy,11°,4°
366,2020-1-2,foggy,11°,0°
367,2020-1-3,cloudy,10°,3°
368,2020-1-4,cloudy,11°,8°
369,2020-1-5,cloudy,8°,1°
370,2020-1-6,foggy,13°,-1°
371,2020-1-7,cloudy,11°,5°
372,2020-1-8,cloudy,13°,3°
373,2020-1-9,mostly sunny,14°,7°
374,2020-1-10,scattered showers,10°,4°
375,2020-1-11,mostly sunny,10°,1°
376,2020-1-12,mostly sunny,10°,-2°
377,2020-1-13,foggy,10°,-2°
378,2020-1-14,mostly sunny,13°,5°
379,2020-1-15,mostly sunny,13°,9°
380,2020-1-16,mostly sunny,14°,7°
381,2020-1-17,cloudy,11°,7°
382,2020-1-18,mostly sunny,10°,2°
383,2020-1-19,mostly sunny,9°,2°
384,2020-1-20,mostly sunny,6°,-2°
385,2020-1-21,cloudy,9°,3°
386,2020-1-22,cloudy,14°,6°
387,2020-1-23,cloudy,13°,8°
388,2020-1-24,cloudy,14°,7°
389,2020-1-25,cloudy,14°,7°
390,2020-1-26,cloudy,12°,5°
391,2020-1-27,mostly sunny,11°,1°
392,2020-1-28,cloudy,13°,5°
393,2020-1-29,mostly sunny,13°,5°
394,2020-1-30,scattered showers,15°,9°
395,2020-1-31,mostly cloudy,18°,10°
396,2020-2-1,mostly cloudy,17°,6°
397,2020-2-2,mostly sunny,22°,8°
398,2020-2-3,mostly sunny,21°,8°
399,2020-2-4,mostly cloudy,15°,7°
400,2020-2-5,mostly sunny,11°,2°
401,2020-2-6,mostly sunny,12°,0°
402,2020-2-7,mostly sunny,14°,7°
403,2020-2-8,mostly sunny,15°,6°
404,2020-2-9,mostly sunny,15°,6°
405,2020-2-10,cloudy,15°,9°
406,2020-2-11,cloudy,14°,9°
407,2020-2-12,cloudy,14°,7°
408,2020-2-13,mostly sunny,17°,4°
409,2020-2-14,mostly cloudy,15°,7°
410,2020-2-15,mostly sunny,16°,2°
411,2020-2-16,mostly sunny,15°,9°
412,2020-2-17,cloudy,14°,8°
413,2020-2-18,mostly sunny,13°,3°
414,2020-2-19,mostly sunny,14°,5°
415,2020-2-20,mostly sunny,18°,1°
416,2020-2-21,cloudy,12°,4°
417,2020-2-22,mostly sunny,16°,1°
418,2020-2-23,mostly sunny,16°,3°
419,2020-2-24,mostly sunny,17°,1°
420,2020-2-25,cloudy,15°,7°
421,2020-2-26,scattered showers,11°,7°
422,2020-2-27,scattered showers,13°,6°
423,2020-2-28,cloudy,16°,7°
424,2020-2-29,cloudy,17°,9°
425,2020-3-1,mostly sunny,15°,6°
426,2020-3-2,scattered showers,12°,6°
427,2020-3-3,scattered showers,8°,5°
428,2020-3-4,cloudy,14°,4°
429,2020-3-5,scattered showers,14°,8°
430,2020-3-6,scattered showers,9°,5°
431,2020-3-7,mostly cloudy,12°,5°
432,2020-3-8,cloudy,15°,7°
433,2020-3-9,mostly cloudy,12°,8°
434,2020-3-10,mostly sunny,16°,8°
435,2020-3-11,cloudy,17°,7°
436,2020-3-12,cloudy,15°,8°
437,2020-3-13,mostly sunny,14°,7°
438,2020-3-14,mostly cloudy,14°,3°
439,2020-3-15,mostly sunny,15°,3°
440,2020-3-16,cloudy,15°,10°
441,2020-3-17,cloudy,15°,11°
442,2020-3-18,mostly sunny,21°,7°
443,2020-3-19,mostly sunny,21°,9°
444,2020-3-20,mostly sunny,19°,7°
445,2020-3-21,mostly sunny,18°,7°
446,2020-3-22,mostly cloudy,19°,8°
447,2020-3-23,mostly cloudy,17°,8°
448,2020-3-24,mostly sunny,18°,7°
449,2020-3-25,mostly sunny,16°,7°
450,2020-3-26,mostly cloudy,9°,4°
451,2020-3-27,mostly sunny,15°,1°
452,2020-3-28,mostly sunny,17°,6°
453,2020-3-29,mostly sunny,16°,6°
454,2020-3-30,cloudy,7°,3°
455,2020-3-31,mostly sunny,16°,4°
456,2020-4-1,cloudy,15°,9°
457,2020-4-2,cloudy,15°,6°
458,2020-4-3,mostly sunny,16°,6°
459,2020-4-4,mostly sunny,20°,3°
460,2020-4-5,mostly sunny,20°,9°
461,2020-4-6,mostly sunny,19°,11°
462,2020-4-7,mostly sunny,20°,12°
463,2020-4-8,mostly sunny,21°,12°
464,2020-4-9,mostly sunny,23°,9°
465,2020-4-10,mostly sunny,24°,9°
466,2020-4-11,mostly sunny,22°,10°
467,2020-4-12,mostly sunny,20°,10°
468,2020-4-13,scattered showers,17°,10°
469,2020-4-14,mostly sunny,24°,8°
470,2020-4-15,mostly sunny,21°,12°
471,2020-4-16,mostly sunny,21°,13°
472,2020-4-17,mostly sunny,19°,14°
473,2020-4-18,mostly sunny,22°,13°
474,2020-4-19,cloudy,18°,14°
475,2020-4-20,cloudy,17°,13°
476,2020-4-21,scattered showers,18°,13°
477,2020-4-22,cloudy,16°,13°
478,2020-4-23,cloudy,17°,13°
479,2020-4-24,foggy,24°,8°
480,2020-4-25,mostly sunny,25°,12°
481,2020-4-26,cloudy,21°,14°
482,2020-4-27,mostly cloudy,20°,12°
483,2020-4-28,mostly cloudy,19°,12°
484,2020-4-29,mostly sunny,22°,9°
485,2020-4-30,mostly sunny,20°,12°
486,2020-5-1,mostly cloudy,19°,11°
487,2020-5-2,cloudy,22°,15°
488,2020-5-3,mostly sunny,25°,13°
489,2020-5-4,mostly sunny,27°,13°
490,2020-5-5,mostly sunny,25°,17°
491,2020-5-6,mostly sunny,26°,14°
492,2020-5-7,mostly sunny,26°,13°
493,2020-5-8,mostly sunny,25°,16°
494,2020-5-9,mostly sunny,23°,16°
495,2020-5-10,cloudy,18°,14°
496,2020-5-11,scattered showers,16°,12°
497,2020-5-12,cloudy,14°,9°
498,2020-5-13,cloudy,18°,12°
499,2020-5-14,cloudy,19°,13°
500,2020-5-15,cloudy,19°,13°
501,2020-5-16,mostly sunny,21°,12°
502,2020-5-17,mostly sunny,22°,12°
503,2020-5-18,mostly sunny,24°,12°
504,2020-5-19,mostly sunny,26°,14°
505,2020-5-20,mostly sunny,28°,11°
506,2020-5-21,mostly sunny,28°,14°
507,2020-5-22,mostly sunny,29°,15°
508,2020-5-23,cloudy,23°,14°
509,2020-5-24,mostly sunny,23°,9°
510,2020-5-25,mostly sunny,26°,11°
511,2020-5-26,mostly sunny,27°,13°
512,2020-5-27,mostly sunny,28°,14°
513,2020-5-28,mostly sunny,29°,15°
514,2020-5-29,mostly sunny,29°,14°
515,2020-5-30,mostly sunny,28°,16°
516,2020-5-31,mostly sunny,26°,15°
517,2020-6-1,mostly cloudy,24°,17°
518,2020-6-2,mostly sunny,28°,16°
519,2020-6-3,mostly sunny,26°,15°
520,2020-6-4,mostly cloudy,21°,15°
521,2020-6-5,cloudy,19°,12°
522,2020-6-6,cloudy,22°,14°
523,2020-6-7,mostly sunny,20°,13°
524,2020-6-8,mostly cloudy,21°,12°
525,2020-6-9,mostly cloudy,19°,13°
526,2020-6-10,mostly sunny,21°,12°
527,2020-6-11,mostly sunny,22°,12°
528,2020-6-12,mostly sunny,23°,11°
529,2020-6-13,mostly sunny,23°,12°
530,2020-6-14,mostly sunny,23°,12°
531,2020-6-15,mostly cloudy,24°,14°
532,2020-6-16,mostly cloudy,22°,14°
533,2020-6-17,mostly cloudy,23°,12°
534,2020-6-18,mostly cloudy,22°,12°
535,2020-6-19,mostly sunny,24°,14°
536,2020-6-20,mostly sunny,26°,16°
537,2020-6-21,mostly sunny,27°,15°
538,2020-6-22,cloudy,26°,18°
539,2020-6-23,mostly sunny,31°,14°
540,2020-6-24,mostly sunny,32°,19°
541,2020-6-25,mostly sunny,33°,18°
542,2020-6-26,mostly sunny,30°,17°
543,2020-6-27,mostly sunny,29°,18°
544,2020-6-28,mostly cloudy,27°,21°
545,2020-6-29,cloudy,23°,19°
546,2020-6-30,mostly sunny,28°,15°
547,2020-7-1,mostly sunny,27°,19°
548,2020-7-2,cloudy,22°,19°
549,2020-7-3,mostly sunny,24°,14°
550,2020-7-4,mostly sunny,26°,13°
551,2020-7-5,mostly sunny,30°,15°
552,2020-7-6,cloudy,26°,18°
553,2020-7-7,mostly sunny,27°,14°
554,2020-7-8,mostly sunny,31°,13°
555,2020-7-9,mostly sunny,34°,16°
556,2020-7-10,mostly sunny,28°,19°
557,2020-7-11,cloudy,28°,18°
558,2020-7-12,mostly sunny,28°,15°
559,2020-7-13,mostly sunny,31°,19°
560,2020-7-14,mostly sunny,28°,17°
561,2020-7-15,cloudy,22°,16°
562,2020-7-16,cloudy,21°,15°
563,2020-7-17,cloudy,25°,17°
564,2020-7-18,mostly sunny,30°,16°
565,2020-7-19,mostly sunny,34°,15°
566,2020-7-20,mostly sunny,34°,18°
567,2020-7-21,mostly sunny,34°,19°
568,2020-7-22,mostly sunny,34°,21°
569,2020-7-23,mostly sunny,32°,20°
570,2020-7-24,mostly sunny,30°,19°
571,2020-7-25,mostly sunny,30°,16°
572,2020-7-26,cloudy,28°,18°
573,2020-7-27,mostly sunny,37°,18°
574,2020-7-28,mostly cloudy,29°,20°
575,2020-7-29,mostly sunny,32°,21°
576,2020-7-30,mostly sunny,37°,21°
577,2020-7-31,mostly sunny,38°,23°
578,2020-8-1,mostly sunny,29°,20°
579,2020-8-2,mostly sunny,27°,19°
580,2020-8-3,mostly sunny,26°,16°
581,2020-8-4,mostly sunny,27°,16°
582,2020-8-5,mostly sunny,32°,0°
583,2020-8-6,mostly sunny,37°,15°
584,2020-8-7,mostly sunny,38°,21°
585,2020-8-8,mostly sunny,36°,22°
586,2020-8-9,mostly sunny,38°,22°
587,2020-8-10,mostly sunny,34°,22°
588,2020-8-11,mostly sunny,35°,23°
589,2020-8-12,mostly sunny,31°,20°
590,2020-8-13,cloudy,25°,18°
591,2020-8-14,mostly sunny,29°,19°
592,2020-8-15,mostly sunny,35°,18°
593,2020-8-16,cloudy,27°,19°
594,2020-8-17,mostly sunny,30°,15°
595,2020-8-18,mostly sunny,29°,18°
596,2020-8-19,mostly sunny,36°,17°
597,2020-8-20,mostly sunny,35°,23°
598,2020-8-21,mostly sunny,34°,22°
599,2020-8-22,cloudy,28°,19°
600,2020-8-23,mostly sunny,28°,17°
601,2020-8-24,mostly sunny,27°,17°
602,2020-8-25,mostly sunny,34°,14°
603,2020-8-26,cloudy,28°,20°
604,2020-8-27,mostly sunny,32°,19°
605,2020-8-28,cloudy,25°,17°
606,2020-8-29,mostly cloudy,23°,15°
607,2020-8-30,mostly cloudy,22°,14°
608,2020-8-31,mostly sunny,24°,13°
609,2020-9-1,mostly sunny,25°,12°
610,2020-9-2,mostly sunny,26°,12°
611,2020-9-3,mostly sunny,29°,11°
612,2020-9-4,mostly sunny,32°,13°
613,2020-9-5,mostly sunny,30°,16°
614,2020-9-6,cloudy,24°,18°
615,2020-9-7,mostly sunny,25°,14°
616,2020-9-8,mostly sunny,28°,11°
617,2020-9-9,mostly sunny,26°,14°
618,2020-9-10,mostly sunny,27°,16°
619,2020-9-11,mostly sunny,30°,18°
620,2020-9-12,mostly sunny,31°,14°
621,2020-9-13,mostly sunny,34°,14°
622,2020-9-14,mostly sunny,34°,20°
623,2020-9-15,mostly sunny,31°,20°
624,2020-9-16,mostly sunny,33°,18°
625,2020-9-17,mostly sunny,35°,17°
626,2020-9-18,mostly sunny,29°,21°
627,2020-9-19,mostly sunny,30°,19°
628,2020-9-20,mostly cloudy,26°,16°
629,2020-9-21,mostly cloudy,26°,16°
630,2020-9-22,cloudy,22°,18°
631,2020-9-23,mostly sunny,28°,14°
632,2020-9-24,mostly cloudy,22°,16°
633,2020-9-25,mostly cloudy,15°,10°
634,2020-9-26,mostly cloudy,14°,9°
635,2020-9-27,mostly cloudy,14°,8°
636,2020-9-28,scattered showers,20°,11°
637,2020-9-29,mostly sunny,19°,8°
638,2020-9-30,mostly sunny,24°,8°
639,2020-10-1,cloudy,18°,11°
640,2020-10-2,scattered showers,15°,8°
641,2020-10-3,scattered showers,17°,8°
642,2020-10-4,scattered showers,15°,9°
643,2020-10-5,mostly cloudy,19°,11°
644,2020-10-6,cloudy,20°,11°
645,2020-10-7,mostly cloudy,20°,14°
646,2020-10-8,mostly sunny,22°,11°
647,2020-10-9,cloudy,23°,12°
648,2020-10-10,cloudy,18°,13°
